member_id,status,sex,age,tranche,tranche_label,tranche_pension
1726,deferred,M,59,pre97,Pre-1997,2410.6912906267053
1726,deferred,M,59,9705,1997-2005,1808.0184679700287
1726,deferred,M,59,post05,Post-2005,1808.0184679700287
1727,deferred,M,51,pre97,Pre-1997,2208.2857685190984
1727,deferred,M,51,9705,1997-2005,1656.2143263893236
1727,deferred,M,51,post05,Post-2005,1656.2143263893236
1728,deferred,F,55,pre97,Pre-1997,1143.3087710372026
1728,deferred,F,55,9705,1997-2005,857.4815782779018
1728,deferred,F,55,post05,Post-2005,857.4815782779018
1729,deferred,F,55,pre97,Pre-1997,1081.9270875775999
1729,deferred,F,55,9705,1997-2005,811.4453156831997
1729,deferred,F,55,post05,Post-2005,811.4453156831997
1730,deferred,M,57,pre97,Pre-1997,439.10156124036894
1730,deferred,M,57,9705,1997-2005,329.3261709302767
1730,deferred,M,57,post05,Post-2005,329.3261709302767
1731,deferred,F,55,pre97,Pre-1997,95.3178660948862
1731,deferred,F,55,9705,1997-2005,71.48839957116463
1731,deferred,F,55,post05,Post-2005,71.48839957116463
1732,deferred,F,48,pre97,Pre-1997,922.1794723472651
1732,deferred,F,48,9705,1997-2005,691.6346042604488
1732,deferred,F,48,post05,Post-2005,691.6346042604488
1733,deferred,F,48,pre97,Pre-1997,1526.856202057315
1733,deferred,F,48,9705,1997-2005,1145.142151542986
1733,deferred,F,48,post05,Post-2005,1145.142151542986
1734,deferred,M,51,pre97,Pre-1997,2409.9768061308446
1734,deferred,M,51,9705,1997-2005,1807.4826045981333
1734,deferred,M,51,post05,Post-2005,1807.4826045981333
1735,deferred,M,51,pre97,Pre-1997,1465.7907075478934
1735,deferred,M,51,9705,1997-2005,1099.34303066092
1735,deferred,M,51,post05,Post-2005,1099.34303066092
1736,deferred,M,57,pre97,Pre-1997,5475.283765639253
1736,deferred,M,57,9705,1997-2005,4106.462824229439
1736,deferred,M,57,post05,Post-2005,4106.462824229439
1737,deferred,M,40,pre97,Pre-1997,1645.8171283706201
1737,deferred,M,40,9705,1997-2005,1234.362846277965
1737,deferred,M,40,post05,Post-2005,1234.362846277965
1738,deferred,M,53,pre97,Pre-1997,1766.8069389657876
1738,deferred,M,53,9705,1997-2005,1325.1052042243405
1738,deferred,M,53,post05,Post-2005,1325.1052042243405
1739,deferred,M,42,pre97,Pre-1997,998.9500044323877
1739,deferred,M,42,9705,1997-2005,749.2125033242908
1739,deferred,M,42,post05,Post-2005,749.2125033242908
1740,deferred,M,54,pre97,Pre-1997,2139.4473141785647
1740,deferred,M,54,9705,1997-2005,1604.5854856339233
1740,deferred,M,54,post05,Post-2005,1604.5854856339233
1741,deferred,F,55,pre97,Pre-1997,1825.6931984359119
1741,deferred,F,55,9705,1997-2005,1369.2698988269337
1741,deferred,F,55,post05,Post-2005,1369.2698988269337
1742,deferred,M,60,pre97,Pre-1997,3596.0757404459873
1742,deferred,M,60,9705,1997-2005,2697.0568053344905
1742,deferred,M,60,post05,Post-2005,2697.0568053344905
1743,deferred,F,51,pre97,Pre-1997,895.1501340611107
1743,deferred,F,51,9705,1997-2005,671.362600545833
1743,deferred,F,51,post05,Post-2005,671.362600545833
1744,deferred,M,51,pre97,Pre-1997,503.1991159518347
1744,deferred,M,51,9705,1997-2005,377.399336963876
1744,deferred,M,51,post05,Post-2005,377.399336963876
1745,deferred,M,50,pre97,Pre-1997,1679.737171290957
1745,deferred,M,50,9705,1997-2005,1259.8028784682176
1745,deferred,M,50,post05,Post-2005,1259.8028784682176
1746,deferred,F,45,pre97,Pre-1997,2882.966424311542
1746,deferred,F,45,9705,1997-2005,2162.2248182336566
1746,deferred,F,45,post05,Post-2005,2162.2248182336566
1747,deferred,M,62,pre97,Pre-1997,1376.6606397893622
1747,deferred,M,62,9705,1997-2005,1032.4954798420215
1747,deferred,M,62,post05,Post-2005,1032.4954798420215
1748,deferred,F,62,pre97,Pre-1997,3302.553523041794
1748,deferred,F,62,9705,1997-2005,2476.915142281345
1748,deferred,F,62,post05,Post-2005,2476.915142281345
1749,deferred,M,61,pre97,Pre-1997,5239.4454182590225
1749,deferred,M,61,9705,1997-2005,3929.584063694266
1749,deferred,M,61,post05,Post-2005,3929.584063694266
1750,deferred,M,56,pre97,Pre-1997,1704.675849282376
1750,deferred,M,56,9705,1997-2005,1278.506886961782
1750,deferred,M,56,post05,Post-2005,1278.506886961782
1751,deferred,F,55,pre97,Pre-1997,1231.6439411964539
1751,deferred,F,55,9705,1997-2005,923.7329558973402
1751,deferred,F,55,post05,Post-2005,923.7329558973402
1752,deferred,M,59,pre97,Pre-1997,1965.2365414175722
1752,deferred,M,59,9705,1997-2005,1473.927406063179
1752,deferred,M,59,post05,Post-2005,1473.927406063179
1753,deferred,M,56,pre97,Pre-1997,2655.711877086591
1753,deferred,M,56,9705,1997-2005,1991.7839078149427
1753,deferred,M,56,post05,Post-2005,1991.7839078149427
1754,deferred,M,52,pre97,Pre-1997,7776.807140550511
1754,deferred,M,52,9705,1997-2005,5832.605355412883
1754,deferred,M,52,post05,Post-2005,5832.605355412883
1755,deferred,F,58,pre97,Pre-1997,366.1646160552503
1755,deferred,F,58,9705,1997-2005,274.6234620414377
1755,deferred,F,58,post05,Post-2005,274.6234620414377
1756,deferred,M,53,pre97,Pre-1997,1574.7802067251976
1756,deferred,M,53,9705,1997-2005,1181.085155043898
1756,deferred,M,53,post05,Post-2005,1181.085155043898
1757,deferred,F,49,pre97,Pre-1997,2079.2133815206535
1757,deferred,F,49,9705,1997-2005,1559.4100361404899
1757,deferred,F,49,post05,Post-2005,1559.4100361404899
1758,deferred,M,59,pre97,Pre-1997,2629.0747396610914
1758,deferred,M,59,9705,1997-2005,1971.806054745818
1758,deferred,M,59,post05,Post-2005,1971.806054745818
1759,deferred,F,57,pre97,Pre-1997,910.5215646350715
1759,deferred,F,57,9705,1997-2005,682.8911734763036
1759,deferred,F,57,post05,Post-2005,682.8911734763036
1760,deferred,M,50,pre97,Pre-1997,6182.393528936947
1760,deferred,M,50,9705,1997-2005,4636.795146702711
1760,deferred,M,50,post05,Post-2005,4636.795146702711
1761,deferred,M,54,pre97,Pre-1997,870.7486393255921
1761,deferred,M,54,9705,1997-2005,653.061479494194
1761,deferred,M,54,post05,Post-2005,653.061479494194
1762,deferred,M,52,pre97,Pre-1997,659.0731619799412
1762,deferred,M,52,9705,1997-2005,494.3048714849558
1762,deferred,M,52,post05,Post-2005,494.3048714849558
1763,deferred,M,60,pre97,Pre-1997,2388.39007873648
1763,deferred,M,60,9705,1997-2005,1791.29255905236
1763,deferred,M,60,post05,Post-2005,1791.29255905236
1764,deferred,F,57,pre97,Pre-1997,8990.380428302093
1764,deferred,F,57,9705,1997-2005,6742.785321226568
1764,deferred,F,57,post05,Post-2005,6742.785321226568
1765,deferred,M,55,pre97,Pre-1997,2857.782363858304
1765,deferred,M,55,9705,1997-2005,2143.336772893728
1765,deferred,M,55,post05,Post-2005,2143.336772893728
1766,deferred,F,52,pre97,Pre-1997,2198.3308222498076
1766,deferred,F,52,9705,1997-2005,1648.7481166873556
1766,deferred,F,52,post05,Post-2005,1648.7481166873556
1767,deferred,M,51,pre97,Pre-1997,1037.5594184736244
1767,deferred,M,51,9705,1997-2005,778.1695638552181
1767,deferred,M,51,post05,Post-2005,778.1695638552181
1768,deferred,F,63,pre97,Pre-1997,4723.282324123796
1768,deferred,F,63,9705,1997-2005,3542.461743092846
1768,deferred,F,63,post05,Post-2005,3542.461743092846
1769,deferred,M,59,pre97,Pre-1997,5797.470879474343
1769,deferred,M,59,9705,1997-2005,4348.103159605756
1769,deferred,M,59,post05,Post-2005,4348.103159605756
1770,deferred,M,47,pre97,Pre-1997,5270.42967266066
1770,deferred,M,47,9705,1997-2005,3952.8222544954947
1770,deferred,M,47,post05,Post-2005,3952.8222544954947
1771,deferred,M,43,pre97,Pre-1997,3568.2217070115316
1771,deferred,M,43,9705,1997-2005,2676.1662802586484
1771,deferred,M,43,post05,Post-2005,2676.1662802586484
1772,deferred,M,56,pre97,Pre-1997,1229.9764301313846
1772,deferred,M,56,9705,1997-2005,922.4823225985384
1772,deferred,M,56,post05,Post-2005,922.4823225985384
1773,deferred,F,56,pre97,Pre-1997,1856.6838614516582
1773,deferred,F,56,9705,1997-2005,1392.5128960887437
1773,deferred,F,56,post05,Post-2005,1392.5128960887437
1774,deferred,M,60,pre97,Pre-1997,5054.2144566128545
1774,deferred,M,60,9705,1997-2005,3790.66084245964
1774,deferred,M,60,post05,Post-2005,3790.66084245964
1775,deferred,M,48,pre97,Pre-1997,898.2679003397761
1775,deferred,M,48,9705,1997-2005,673.7009252548321
1775,deferred,M,48,post05,Post-2005,673.7009252548321
1776,deferred,F,56,pre97,Pre-1997,1364.034903644143
1776,deferred,F,56,9705,1997-2005,1023.0261777331073
1776,deferred,F,56,post05,Post-2005,1023.0261777331073
1777,deferred,F,50,pre97,Pre-1997,1038.2497278263534
1777,deferred,F,50,9705,1997-2005,778.6872958697651
1777,deferred,F,50,post05,Post-2005,778.6872958697651
1778,deferred,M,56,pre97,Pre-1997,13681.824841641257
1778,deferred,M,56,9705,1997-2005,10261.368631230942
1778,deferred,M,56,post05,Post-2005,10261.368631230942
1779,deferred,M,48,pre97,Pre-1997,1750.557358408982
1779,deferred,M,48,9705,1997-2005,1312.9180188067364
1779,deferred,M,48,post05,Post-2005,1312.9180188067364
1780,deferred,F,48,pre97,Pre-1997,2812.5560560360655
1780,deferred,F,48,9705,1997-2005,2109.417042027049
1780,deferred,F,48,post05,Post-2005,2109.417042027049
1781,deferred,F,49,pre97,Pre-1997,5894.981063908344
1781,deferred,F,49,9705,1997-2005,4421.235797931257
1781,deferred,F,49,post05,Post-2005,4421.235797931257
1782,deferred,M,54,pre97,Pre-1997,3034.875548368877
1782,deferred,M,54,9705,1997-2005,2276.1566612766574
1782,deferred,M,54,post05,Post-2005,2276.1566612766574
1783,deferred,M,53,pre97,Pre-1997,8654.786085751644
1783,deferred,M,53,9705,1997-2005,6491.089564313733
1783,deferred,M,53,post05,Post-2005,6491.089564313733
1784,deferred,M,58,pre97,Pre-1997,691.8059699563023
1784,deferred,M,58,9705,1997-2005,518.8544774672266
1784,deferred,M,58,post05,Post-2005,518.8544774672266
1785,deferred,F,51,pre97,Pre-1997,1715.476331319719
1785,deferred,F,51,9705,1997-2005,1286.607248489789
1785,deferred,F,51,post05,Post-2005,1286.607248489789
1786,deferred,F,48,pre97,Pre-1997,280.62148391725617
1786,deferred,F,48,9705,1997-2005,210.46611293794209
1786,deferred,F,48,post05,Post-2005,210.46611293794209
1787,deferred,F,52,pre97,Pre-1997,2933.5493070276816
1787,deferred,F,52,9705,1997-2005,2200.161980270761
1787,deferred,F,52,post05,Post-2005,2200.161980270761
1788,deferred,M,50,pre97,Pre-1997,938.3257082014434
1788,deferred,M,50,9705,1997-2005,703.7442811510825
1788,deferred,M,50,post05,Post-2005,703.7442811510825
1789,deferred,M,59,pre97,Pre-1997,5382.524777772754
1789,deferred,M,59,9705,1997-2005,4036.893583329565
1789,deferred,M,59,post05,Post-2005,4036.893583329565
1790,deferred,M,55,pre97,Pre-1997,477.78754076387787
1790,deferred,M,55,9705,1997-2005,358.34065557290836
1790,deferred,M,55,post05,Post-2005,358.34065557290836
1791,deferred,F,58,pre97,Pre-1997,1458.7319888651643
1791,deferred,F,58,9705,1997-2005,1094.0489916488732
1791,deferred,F,58,post05,Post-2005,1094.0489916488732
1792,deferred,F,56,pre97,Pre-1997,1958.8259639906366
1792,deferred,F,56,9705,1997-2005,1469.1194729929773
1792,deferred,F,56,post05,Post-2005,1469.1194729929773
1793,deferred,F,56,pre97,Pre-1997,3720.38717472118
1793,deferred,F,56,9705,1997-2005,2790.2903810408848
1793,deferred,F,56,post05,Post-2005,2790.2903810408848
1794,deferred,F,64,pre97,Pre-1997,2883.179231031007
1794,deferred,F,64,9705,1997-2005,2162.384423273255
1794,deferred,F,64,post05,Post-2005,2162.384423273255
1795,deferred,F,51,pre97,Pre-1997,1146.8732965635909
1795,deferred,F,51,9705,1997-2005,860.1549724226932
1795,deferred,F,51,post05,Post-2005,860.1549724226932
1796,deferred,F,58,pre97,Pre-1997,830.8888877877544
1796,deferred,F,58,9705,1997-2005,623.1666658408158
1796,deferred,F,58,post05,Post-2005,623.1666658408158
1797,deferred,M,52,pre97,Pre-1997,1211.4003645975647
1797,deferred,M,52,9705,1997-2005,908.5502734481735
1797,deferred,M,52,post05,Post-2005,908.5502734481735
1798,deferred,F,61,pre97,Pre-1997,1553.640043002597
1798,deferred,F,61,9705,1997-2005,1165.2300322519477
1798,deferred,F,61,post05,Post-2005,1165.2300322519477
1799,deferred,M,54,pre97,Pre-1997,1521.6873423357629
1799,deferred,M,54,9705,1997-2005,1141.265506751822
1799,deferred,M,54,post05,Post-2005,1141.265506751822
1800,deferred,F,59,pre97,Pre-1997,1719.9397898557233
1800,deferred,F,59,9705,1997-2005,1289.9548423917925
1800,deferred,F,59,post05,Post-2005,1289.9548423917925
1801,deferred,F,46,pre97,Pre-1997,1555.5587893640795
1801,deferred,F,46,9705,1997-2005,1166.6690920230594
1801,deferred,F,46,post05,Post-2005,1166.6690920230594
1802,deferred,M,63,pre97,Pre-1997,6923.272157375137
1802,deferred,M,63,9705,1997-2005,5192.454118031352
1802,deferred,M,63,post05,Post-2005,5192.454118031352
1803,deferred,M,48,pre97,Pre-1997,2474.8189135772827
1803,deferred,M,48,9705,1997-2005,1856.114185182962
1803,deferred,M,48,post05,Post-2005,1856.114185182962
1804,deferred,F,59,pre97,Pre-1997,4063.7182409170814
1804,deferred,F,59,9705,1997-2005,3047.788680687811
1804,deferred,F,59,post05,Post-2005,3047.788680687811
1805,deferred,M,45,pre97,Pre-1997,7595.297917354254
1805,deferred,M,45,9705,1997-2005,5696.473438015691
1805,deferred,M,45,post05,Post-2005,5696.473438015691
1806,deferred,M,56,pre97,Pre-1997,558.671697920627
1806,deferred,M,56,9705,1997-2005,419.0037734404702
1806,deferred,M,56,post05,Post-2005,419.0037734404702
1807,deferred,M,56,pre97,Pre-1997,2908.1762741956263
1807,deferred,M,56,9705,1997-2005,2181.1322056467197
1807,deferred,M,56,post05,Post-2005,2181.1322056467197
1808,deferred,F,56,pre97,Pre-1997,1567.3112056546406
1808,deferred,F,56,9705,1997-2005,1175.4834042409802
1808,deferred,F,56,post05,Post-2005,1175.4834042409802
1809,deferred,F,51,pre97,Pre-1997,1635.8010409955682
1809,deferred,F,51,9705,1997-2005,1226.850780746676
1809,deferred,F,51,post05,Post-2005,1226.850780746676
1810,deferred,F,51,pre97,Pre-1997,5084.404565038782
1810,deferred,F,51,9705,1997-2005,3813.3034237790853
1810,deferred,F,51,post05,Post-2005,3813.3034237790853
1811,deferred,M,54,pre97,Pre-1997,1656.424984073031
1811,deferred,M,54,9705,1997-2005,1242.3187380547731
1811,deferred,M,54,post05,Post-2005,1242.3187380547731
1812,deferred,F,64,pre97,Pre-1997,2388.6462044407976
1812,deferred,F,64,9705,1997-2005,1791.484653330598
1812,deferred,F,64,post05,Post-2005,1791.484653330598
1813,deferred,F,58,pre97,Pre-1997,3520.755160408065
1813,deferred,F,58,9705,1997-2005,2640.5663703060486
1813,deferred,F,58,post05,Post-2005,2640.5663703060486
1814,deferred,F,48,pre97,Pre-1997,1003.5145216788684
1814,deferred,F,48,9705,1997-2005,752.6358912591512
1814,deferred,F,48,post05,Post-2005,752.6358912591512
1815,deferred,F,61,pre97,Pre-1997,798.8854839146253
1815,deferred,F,61,9705,1997-2005,599.1641129359689
1815,deferred,F,61,post05,Post-2005,599.1641129359689
1816,deferred,F,49,pre97,Pre-1997,1924.970943229105
1816,deferred,F,49,9705,1997-2005,1443.7282074218285
1816,deferred,F,49,post05,Post-2005,1443.7282074218285
1817,deferred,M,57,pre97,Pre-1997,6006.463256301993
1817,deferred,M,57,9705,1997-2005,4504.847442226494
1817,deferred,M,57,post05,Post-2005,4504.847442226494
1818,deferred,F,54,pre97,Pre-1997,1107.8739023587477
1818,deferred,F,54,9705,1997-2005,830.9054267690608
1818,deferred,F,54,post05,Post-2005,830.9054267690608
1819,deferred,M,42,pre97,Pre-1997,4324.715996039537
1819,deferred,M,42,9705,1997-2005,3243.5369970296524
1819,deferred,M,42,post05,Post-2005,3243.5369970296524
1820,deferred,F,45,pre97,Pre-1997,1263.0676715059074
1820,deferred,F,45,9705,1997-2005,947.3007536294305
1820,deferred,F,45,post05,Post-2005,947.3007536294305
1821,deferred,M,43,pre97,Pre-1997,361.47904055626924
1821,deferred,M,43,9705,1997-2005,271.1092804172019
1821,deferred,M,43,post05,Post-2005,271.1092804172019
1822,deferred,M,46,pre97,Pre-1997,9114.325637530728
1822,deferred,M,46,9705,1997-2005,6835.744228148045
1822,deferred,M,46,post05,Post-2005,6835.744228148045
1823,deferred,F,50,pre97,Pre-1997,2660.6612285218057
1823,deferred,F,50,9705,1997-2005,1995.4959213913542
1823,deferred,F,50,post05,Post-2005,1995.4959213913542
1824,deferred,M,49,pre97,Pre-1997,1339.8991070038412
1824,deferred,M,49,9705,1997-2005,1004.9243302528808
1824,deferred,M,49,post05,Post-2005,1004.9243302528808
1825,deferred,F,52,pre97,Pre-1997,481.75360965111133
1825,deferred,F,52,9705,1997-2005,361.31520723833347
1825,deferred,F,52,post05,Post-2005,361.31520723833347
1826,deferred,M,49,pre97,Pre-1997,2410.257776763175
1826,deferred,M,49,9705,1997-2005,1807.6933325723815
1826,deferred,M,49,post05,Post-2005,1807.6933325723815
1827,deferred,F,57,pre97,Pre-1997,1628.6303426394663
1827,deferred,F,57,9705,1997-2005,1221.4727569795996
1827,deferred,F,57,post05,Post-2005,1221.4727569795996
1828,deferred,M,55,pre97,Pre-1997,4149.653350958433
1828,deferred,M,55,9705,1997-2005,3112.240013218825
1828,deferred,M,55,post05,Post-2005,3112.240013218825
1829,deferred,F,57,pre97,Pre-1997,1366.3194890606771
1829,deferred,F,57,9705,1997-2005,1024.7396167955078
1829,deferred,F,57,post05,Post-2005,1024.7396167955078
1830,deferred,M,46,pre97,Pre-1997,1259.80936437382
1830,deferred,M,46,9705,1997-2005,944.8570232803648
1830,deferred,M,46,post05,Post-2005,944.8570232803648
1831,deferred,M,42,pre97,Pre-1997,167.5934979246295
1831,deferred,M,42,9705,1997-2005,125.69512344347211
1831,deferred,M,42,post05,Post-2005,125.69512344347211
1832,deferred,M,47,pre97,Pre-1997,1933.3805712277765
1832,deferred,M,47,9705,1997-2005,1450.0354284208322
1832,deferred,M,47,post05,Post-2005,1450.0354284208322
1833,deferred,F,60,pre97,Pre-1997,518.7720017237482
1833,deferred,F,60,9705,1997-2005,389.0790012928111
1833,deferred,F,60,post05,Post-2005,389.0790012928111
1834,deferred,M,53,pre97,Pre-1997,5221.701624268743
1834,deferred,M,53,9705,1997-2005,3916.276218201557
1834,deferred,M,53,post05,Post-2005,3916.276218201557
1835,deferred,M,58,pre97,Pre-1997,984.0026731250857
1835,deferred,M,58,9705,1997-2005,738.0020048438142
1835,deferred,M,58,post05,Post-2005,738.0020048438142
1836,deferred,F,53,pre97,Pre-1997,1982.6523836993363
1836,deferred,F,53,9705,1997-2005,1486.9892877745021
1836,deferred,F,53,post05,Post-2005,1486.9892877745021
1837,deferred,M,46,pre97,Pre-1997,970.4727618208543
1837,deferred,M,46,9705,1997-2005,727.8545713656407
1837,deferred,M,46,post05,Post-2005,727.8545713656407
1838,deferred,F,57,pre97,Pre-1997,325.7835963717097
1838,deferred,F,57,9705,1997-2005,244.33769727878223
1838,deferred,F,57,post05,Post-2005,244.33769727878223
1839,deferred,M,52,pre97,Pre-1997,1318.290911199423
1839,deferred,M,52,9705,1997-2005,988.718183399567
1839,deferred,M,52,post05,Post-2005,988.718183399567
1840,deferred,M,52,pre97,Pre-1997,4001.1950061854805
1840,deferred,M,52,9705,1997-2005,3000.8962546391103
1840,deferred,M,52,post05,Post-2005,3000.8962546391103
1841,deferred,M,55,pre97,Pre-1997,1296.7386827298392
1841,deferred,M,55,9705,1997-2005,972.5540120473793
1841,deferred,M,55,post05,Post-2005,972.5540120473793
1842,deferred,M,46,pre97,Pre-1997,6072.968575106674
1842,deferred,M,46,9705,1997-2005,4554.726431330005
1842,deferred,M,46,post05,Post-2005,4554.726431330005
1843,deferred,M,55,pre97,Pre-1997,523.5561855651283
1843,deferred,M,55,9705,1997-2005,392.6671391738462
1843,deferred,M,55,post05,Post-2005,392.6671391738462
1844,deferred,M,50,pre97,Pre-1997,2105.651754894328
1844,deferred,M,50,9705,1997-2005,1579.238816170746
1844,deferred,M,50,post05,Post-2005,1579.238816170746
1845,deferred,M,46,pre97,Pre-1997,1389.4281214822431
1845,deferred,M,46,9705,1997-2005,1042.071091111682
1845,deferred,M,46,post05,Post-2005,1042.071091111682
1846,deferred,M,54,pre97,Pre-1997,495.50417397001104
1846,deferred,M,54,9705,1997-2005,371.62813047750825
1846,deferred,M,54,post05,Post-2005,371.62813047750825
1847,deferred,M,56,pre97,Pre-1997,2318.0626722556603
1847,deferred,M,56,9705,1997-2005,1738.547004191745
1847,deferred,M,56,post05,Post-2005,1738.547004191745
1848,deferred,F,46,pre97,Pre-1997,1395.5802801666007
1848,deferred,F,46,9705,1997-2005,1046.6852101249503
1848,deferred,F,46,post05,Post-2005,1046.6852101249503
1849,deferred,F,59,pre97,Pre-1997,498.5374736323747
1849,deferred,F,59,9705,1997-2005,373.90310522428103
1849,deferred,F,59,post05,Post-2005,373.90310522428103
1850,deferred,F,61,pre97,Pre-1997,4290.905513786049
1850,deferred,F,61,9705,1997-2005,3218.1791353395365
1850,deferred,F,61,post05,Post-2005,3218.1791353395365
1851,deferred,M,50,pre97,Pre-1997,1971.9234924893995
1851,deferred,M,50,9705,1997-2005,1478.9426193670495
1851,deferred,M,50,post05,Post-2005,1478.9426193670495
1852,deferred,F,43,pre97,Pre-1997,914.8408496249202
1852,deferred,F,43,9705,1997-2005,686.1306372186901
1852,deferred,F,43,post05,Post-2005,686.1306372186901
1853,deferred,F,57,pre97,Pre-1997,7256.664401373765
1853,deferred,F,57,9705,1997-2005,5442.498301030323
1853,deferred,F,57,post05,Post-2005,5442.498301030323
1854,deferred,M,57,pre97,Pre-1997,5210.507562123436
1854,deferred,M,57,9705,1997-2005,3907.880671592577
1854,deferred,M,57,post05,Post-2005,3907.880671592577
1855,deferred,M,46,pre97,Pre-1997,447.81575485637904
1855,deferred,M,46,9705,1997-2005,335.8618161422843
1855,deferred,M,46,post05,Post-2005,335.8618161422843
1856,deferred,M,62,pre97,Pre-1997,3382.564964397685
1856,deferred,M,62,9705,1997-2005,2536.923723298263
1856,deferred,M,62,post05,Post-2005,2536.923723298263
1857,deferred,M,51,pre97,Pre-1997,17053.29887216984
1857,deferred,M,51,9705,1997-2005,12789.974154127378
1857,deferred,M,51,post05,Post-2005,12789.974154127378
1858,deferred,M,58,pre97,Pre-1997,2116.159287921973
1858,deferred,M,58,9705,1997-2005,1587.1194659414798
1858,deferred,M,58,post05,Post-2005,1587.1194659414798
1859,deferred,M,51,pre97,Pre-1997,2684.8232099523248
1859,deferred,M,51,9705,1997-2005,2013.6174074642436
1859,deferred,M,51,post05,Post-2005,2013.6174074642436
1860,deferred,M,59,pre97,Pre-1997,5923.226938002691
1860,deferred,M,59,9705,1997-2005,4442.420203502018
1860,deferred,M,59,post05,Post-2005,4442.420203502018
1861,deferred,M,58,pre97,Pre-1997,4571.148122712227
1861,deferred,M,58,9705,1997-2005,3428.3610920341703
1861,deferred,M,58,post05,Post-2005,3428.3610920341703
1862,deferred,F,49,pre97,Pre-1997,8356.117901118332
1862,deferred,F,49,9705,1997-2005,6267.088425838748
1862,deferred,F,49,post05,Post-2005,6267.088425838748
1863,deferred,M,48,pre97,Pre-1997,1978.7461378538044
1863,deferred,M,48,9705,1997-2005,1484.0596033903532
1863,deferred,M,48,post05,Post-2005,1484.0596033903532
1864,deferred,M,53,pre97,Pre-1997,3709.7162620257036
1864,deferred,M,53,9705,1997-2005,2782.2871965192776
1864,deferred,M,53,post05,Post-2005,2782.2871965192776
1865,deferred,F,60,pre97,Pre-1997,2162.4450325203566
1865,deferred,F,60,9705,1997-2005,1621.8337743902673
1865,deferred,F,60,post05,Post-2005,1621.8337743902673
1866,deferred,M,61,pre97,Pre-1997,3945.1765781623712
1866,deferred,M,61,9705,1997-2005,2958.882433621778
1866,deferred,M,61,post05,Post-2005,2958.882433621778
1867,deferred,M,60,pre97,Pre-1997,2975.237290863036
1867,deferred,M,60,9705,1997-2005,2231.4279681472767
1867,deferred,M,60,post05,Post-2005,2231.4279681472767
1868,deferred,F,48,pre97,Pre-1997,1081.7128447092696
1868,deferred,F,48,9705,1997-2005,811.2846335319521
1868,deferred,F,48,post05,Post-2005,811.2846335319521
1869,deferred,M,49,pre97,Pre-1997,945.239306048346
1869,deferred,M,49,9705,1997-2005,708.9294795362594
1869,deferred,M,49,post05,Post-2005,708.9294795362594
1870,deferred,M,55,pre97,Pre-1997,2859.7160930796585
1870,deferred,M,55,9705,1997-2005,2144.7870698097436
1870,deferred,M,55,post05,Post-2005,2144.7870698097436
1871,deferred,F,51,pre97,Pre-1997,993.6824230760017
1871,deferred,F,51,9705,1997-2005,745.2618173070011
1871,deferred,F,51,post05,Post-2005,745.2618173070011
1872,deferred,M,48,pre97,Pre-1997,1259.2551610132327
1872,deferred,M,48,9705,1997-2005,944.4413707599244
1872,deferred,M,48,post05,Post-2005,944.4413707599244
1873,deferred,M,48,pre97,Pre-1997,1190.4020978093665
1873,deferred,M,48,9705,1997-2005,892.801573357025
1873,deferred,M,48,post05,Post-2005,892.801573357025
1874,deferred,F,60,pre97,Pre-1997,2101.6813246933752
1874,deferred,F,60,9705,1997-2005,1576.2609935200312
1874,deferred,F,60,post05,Post-2005,1576.2609935200312
1875,deferred,M,59,pre97,Pre-1997,1059.886332350491
1875,deferred,M,59,9705,1997-2005,794.9147492628683
1875,deferred,M,59,post05,Post-2005,794.9147492628683
1876,deferred,F,56,pre97,Pre-1997,692.7107140086196
1876,deferred,F,56,9705,1997-2005,519.5330355064646
1876,deferred,F,56,post05,Post-2005,519.5330355064646
1877,deferred,F,41,pre97,Pre-1997,573.1610008771283
1877,deferred,F,41,9705,1997-2005,429.8707506578462
1877,deferred,F,41,post05,Post-2005,429.8707506578462
1878,deferred,F,55,pre97,Pre-1997,1634.3449721952563
1878,deferred,F,55,9705,1997-2005,1225.7587291464422
1878,deferred,F,55,post05,Post-2005,1225.7587291464422
1879,deferred,M,53,pre97,Pre-1997,4154.433667390615
1879,deferred,M,53,9705,1997-2005,3115.825250542961
1879,deferred,M,53,post05,Post-2005,3115.825250542961
1880,deferred,M,57,pre97,Pre-1997,618.5246782968735
1880,deferred,M,57,9705,1997-2005,463.8935087226551
1880,deferred,M,57,post05,Post-2005,463.8935087226551
1881,deferred,F,53,pre97,Pre-1997,1524.696487444534
1881,deferred,F,53,9705,1997-2005,1143.5223655834004
1881,deferred,F,53,post05,Post-2005,1143.5223655834004
1882,deferred,M,58,pre97,Pre-1997,1634.0452507544203
1882,deferred,M,58,9705,1997-2005,1225.5339380658152
1882,deferred,M,58,post05,Post-2005,1225.5339380658152
1883,deferred,F,40,pre97,Pre-1997,1426.2077847404244
1883,deferred,F,40,9705,1997-2005,1069.655838555318
1883,deferred,F,40,post05,Post-2005,1069.655838555318
1884,deferred,M,50,pre97,Pre-1997,2950.438457621631
1884,deferred,M,50,9705,1997-2005,2212.828843216223
1884,deferred,M,50,post05,Post-2005,2212.828843216223
1885,deferred,M,49,pre97,Pre-1997,1117.4291536396101
1885,deferred,M,49,9705,1997-2005,838.0718652297074
1885,deferred,M,49,post05,Post-2005,838.0718652297074
1886,deferred,F,60,pre97,Pre-1997,516.1972731531278
